code,name
TRX,Tringgus-Sembaan Bidayuh
TRY,Turung
TRZ,Torá
TSA,Tsaangi
TSB,Tsamai
TSC,Tswa
TSD,Tsakonian
TSE,Tunisian Sign Language
TSF,Southwestern Tamang
TSG,Tausug
TSH,Tsuvan
TSI,Tsimshian
TSJ,Tshangla
TSK,Tseku
TSL,Ts'ün-Lao
TSM,Turkish Sign Language
TSN,setsuana
TSO,xitsonga
TSP,Northern Toussian
TSQ,língua gestual tailandesa
TSR,Akei
TSS,língua gestual de Taiwan
TSU,Tsou
TSV,Tsogo
TSW,Tsishingini
TSX,Mubami
TSY,Tebul Sign Language
TSZ,Purepecha
TTA,Tutelo
TTB,Gaa
TTC,Tektiteko
TTD,Tauade
TTE,Bwanabwana
TTF,Tuotomb
TTG,Tutong
TTH,Upper Ta'oih
TTI,Tobati
TTJ,Tooro
TTK,Totoro
TTL,Totela
TTM,Northern Tutchone
TTN,Towei
TTO,Lower Ta'oih
TTP,Tombelala
TTQ,Tawallammat Tamajaq
TTR,Tera
TTS,Northeastern Thai
TTT,Muslim Tat
TTU,Torau
TTV,Titan
TTW,Long Wat
TTY,Sikaritai
TTZ,Tsum
TUA,Wiarumus
TUB,Tübatulabal
TUC,Mutu
TUD,Tuxá
TUE,Tuyuca
TUF,Central Tunebo
TUG,Tunia
TUH,Taulil
TUI,Tupuri
TUJ,Tugutil
TUK,turquemeno
TUL,Tula
TUM,Tumbuka
TUN,Tunica
TUO,Tucano
TUQ,Tedaga
TUR,turco
TUS,Tuscarora
TUU,Tututni
TUV,Turkana
TUX,Tuxináwa
TUY,Tugen
TUZ,Turka
TVA,Vaghua
TVD,Tsuvadi
TVE,Te'un
TVK,Southeast Ambrym
TVL,tuvaluano
TVM,Tela-Masbuar
TVN,Tavoyan
TVO,Tidore
TVS,Taveta
TVT,Tutsa Naga
TVW,Sedoa
TVY,Timor Pidgin
TWA,Twana
TWB,Western Tawbuid
TWC,Teshenawa
TWD,Twents
TWE,Tewa (Indonesia)
TWF,Northern Tiwa
TWG,Tereweng
TWH,Tai Dón
TWI,Twi
TWL,Tawara
TWM,Tawang Monpa
TWN,Twendi
TWO,Tswapong
TWP,Ere
TWQ,Tasawaq
TWR,Southwestern Tarahumara
TWT,Turiwára
TWU,Termanu
TWW,Tuwari
TWX,Tewe
TWY,Tawoyan
TXA,Tombonuo
TXB,Tokharian B
TXC,Tsetsaut
TXE,Totoli
TXG,Tangut
TXH,Thracian
TXI,Ikpeng
TXM,Tomini
TXN,West Tarangan
TXO,Toto
TXQ,Tii
TXR,Tartessian
TXS,Tonsea
TXT,Citak
TXU,Kayapó
TXX,Tatana
TXY,Tanosy Malagasy
TYA,Tauya
TYE,Kyenga
TYH,O'du
TYI,Teke-Tsaayi
TYJ,Tai Do
TYL,Thu Lao
TYN,Kombai
TYP,Thaypan
TYR,Tai Daeng
TYS,Tày Sa Pa
TYT,Tày Tac
TYU,Kua
TYV,Tuvinian
TYX,Teke-Tyee
TYZ,Tày
TZA,língua gestual da Tanzânia
TZH,Tzeltal
TZJ,Tz'utujil
TZM,Central Atlas Tamazight
TZN,Tugun
TZO,Tzotzil
TZX,Tabriak
UAM,Uamué
UAN,Kuan
UAR,Tairuma
UBA,Ubang
UBI,Ubi
UBR,Ubir
UBU,Umbu-Ungu
UBY,Ubykh
UDA,Uda
UDE,Udihe
UDG,Muduga
UDI,Udi
UDJ,Ujir
UDL,Wuzlam
UDM,Udmurt
UDU,Uduk
UES,Kioko
UFI,Ufim
UGA,Ugaritic
UGB,Kuku-Ugbanh
UGE,Ughele
UGN,Ugandan Sign Language
UGO,Ugong
UGY,língua gestual do Uruguai
UHA,Uhami
UHN,Damal
UIG,Uighur
UIS,Uisai
UIV,Iyive
UJI,Tanjijili
UKA,Kaburi
UKG,Ukuriguma
UKH,Ukhwejo
UKL,língua gestual ucraniana
UKP,Ukpe-Bayobiri
UKQ,Ukwa
UKR,ucraniano
UKS,língua gestual Kaapor brasileira
UKU,Ukue
UKW,Ukwuani-Aboh-Ndoni
ULA,Fungwa
ULB,Ulukwumi
ULC,Ulch
ULF,Usku
ULI,Ulithian
ULK,Meriam
ULL,Ullatan
ULM,Ulumanda'
ULN,Unserdeutsch
ULU,Uma' Lung
UMA,Umatilla
UMB,Umbundu
UMC,Marrucinian
UMD,Umbindhamu
UMG,Umbuygamu
UMI,Ukit
UMM,Umon
UMN,Makyan Naga
UMO,Umotína
UMP,Umpila
UMR,Umbugarla
UMS,Pendau
UMU,Munsee
UNA,North Watut
UND,indeterminada
UNE,Uneme
UNG,Ngarinyin
UNK,Enawené-Nawé
UNM,Unami
UNP,Worora
UNR,Mundari
UNX,Munda
UNZ,Unde Kaili
UOK,Uokha
UPI,Umeda
UPV,Uripiv-Wala-Rano-Atchin
URA,Urarina
URB,Urubú-Kaapor
URC,Urningangg
URD,urdu
URE,uro
URF,Uradhi
URG,Urigina
URH,Urhobo
URI,Urim
URK,Urak Lawoi'
URL,Urali
URM,Urapmin
URN,Uruangnirin
URO,Ura (Papua New Guinea)
URP,Uru-Pa-In
URR,Lehalurup
URT,Urat
URU,Urumi
URV,Uruava
URW,Sop
URX,Urimo
URY,Orya
URZ,Uru-Eu-Wau-Wau
USA,Usarufa
USH,Ushojo
USI,Usui
USK,Usaghade
USP,Uspanteco
USU,Uya
UTA,Otank
UTE,Ute-Southern Paiute
UTP,Amba (Solomon Islands)
UTR,Etulo
UTU,Utu
UUM,Urum
UUN,Kulon-Pazeh
UUR,Ura (Vanuatu)
UUU,U
UVE,West Uvean
UVH,Uri
UVL,Lote
UWA,Kuku-Uwanh
UYA,Doko-Uyanga
UZB,usbeque
UZN,Northern Uzbek
UZS,Southern Uzbek
VAA,Vaagri Booli
VAE,Vale
VAF,Vafsi
VAG,Vagla
VAH,Varhadi-Nagpuri
VAI,Vai
VAJ,Vasekela Bushman
VAL,Vehes
VAM,Vanimo
VAN,Valman
VAO,Vao
VAP,Vaiphei
VAR,Huarijio
VAS,Vasavi
VAU,Vanuma
VAV,Varli
VAY,Wayu
VBB,Southeast Babar
VEC,Venetian
VED,Veddah
VEL,Veluws
VEM,Vemgo-Mabas
VEN,venda
VEO,Ventureño
VEP,Veps
VER,Mom Jango
VGR,Vaghri
VGT,Vlaamse Gebarentaal
VIC,Virgin Islands Creole English
VID,Vidunda
VIE,vietnamita
VIF,Vili
VIG,Viemo
VIL,Vilela
VIN,Vinza
VIS,Vishavan
VIT,Viti
VIV,Iduna
VKA,Kariyarra
VKI,Ija-Zuba
VKJ,Kujarge
VKK,Kaur
VKL,Kulisusu
VKM,Kamakan
VKO,Kodeoha
VKP,Korlai Creole Portuguese
VKT,Tenggarong Kutai Malay
VKU,Kurrama
VLP,Valpei
VLS,flamengo
VMA,Martuyhunira
VMB,Mbabaram
VMC,Juxtlahuaca Mixtec
VMD,Mudu Koraga
VME,East Masela
VMF,Mainfränkisch
VMG,Minigir
VMH,Maraghei
VMI,Miwa
VMJ,Ixtayutla Mixtec
VMK,Makhuwa-Shirima
VML,Malgana
VMM,Mitlatongo Mixtec
VMP,Soyaltepec Mazatec
VMQ,Soyaltepec Mixtec
VMR,Marenje
VMS,Moksela
VMU,Muluridyi
VMV,Valley Maidu
VMW,Makhuwa
VMX,Tamazola Mixtec
VMY,Ayautla Mazatec
VMZ,Mazatlán Mazatec
VNK,Vano
VNM,Vinmavis
VNP,Vunapu
VOL,Volapük
VOR,Voro
VOT,Votic
VRA,Vera'a
VRO,Võro
VRS,Varisi
VRT,Burmbar
VSI,língua gestual da Moldávia
VSL,língua gestual venezuelana
VSV,Valencian Sign Language
VTO,Vitou
VUM,Vumbu
VUN,Vunjo
VUT,Vute
VWA,Awa (China)
WAA,Walla Walla
WAB,Wab
WAC,Wasco-Wishram
WAD,Wandamen
WAE,Walser
WAF,Wakoná
WAG,Wa'ema
WAH,Watubela
WAI,Wares
WAJ,Waffa
WAL,Wolaytta
WAM,Wampanoag
WAN,Wan
WAO,Wappo
WAP,Wapishana
WAQ,Wageman
WAR,Waray (Philippines)
WAS,Washo
WAT,Kaninuwa
WAU,Waurá
WAV,Waka
WAW,Waiwai
WAX,Watam
WAY,Wayana
WAZ,Wampur
WBA,Warao
WBB,Wabo
WBE,Waritai
WBF,Wara
WBH,Wanda
WBI,Vwanji
WBJ,Alagwa
WBK,Waigali
WBL,Wakhi
WBM,Wa
WBP,Warlpiri
WBQ,Waddar
WBR,Wagdi
WBT,Wanman
WBV,Wajarri
WBW,Woi
WCA,Yanomámi
WCI,Waci Gbe
WDD,Wandji
WDG,Wadaginam
WDJ,Wadjiginy
WDU,Wadjigu
WEA,Wewaw
WEC,Wè Western
WED,Wedau
WEH,Weh
WEI,Were
WEM,Weme Gbe
WEO,North Wemale
WEP,Westphalien
WER,Weri
WES,Cameroon Pidgin
WET,Perai
WEU,Welaung
WEW,Wejewa
WFG,Yafi
WGA,Wagaya
WGG,Wangganguru
WGI,Wahgi
WGO,Waigeo
WGW,Wagawaga
WGY,Warrgamay
WHA,Manusela
WHG,North Wahgi
WHK,Wahau Kenyah
WHU,Wahau Kayan
WIB,Southern Toussian
WIC,Wichita
WIE,Wik-Epa
WIF,Wik-Keyangan
WIG,Wik-Ngathana
WIH,Wik-Me'anha
WII,Minidien
WIJ,Wik-Iiyanh
WIK,Wikalkan
WIL,Wilawila
WIM,Wik-Mungkan
WIN,Ho-Chunk
WIR,Wiraféd
WIT,Wintu
WIU,Wiru
WIV,Muduapa
WIW,Wirangu
WIY,Wiyot
WJA,Waja
WJI,Warji
WKA,Kw'adza
WKB,Kumbaran
WKD,Wakde
WKL,Kalanadi
WKU,Kunduvadi
WKW,Wakawaka
WLA,Walio
WLC,Mwali Comorian
WLE,Wolane
WLG,Kunbarlang
WLI,Waioli
WLK,Wailaki
WLL,Wali (Sudan)
WLM,Middle Welsh
WLN,valão
WLO,Wolio
WLR,Wailapa
WLS,Wallisian
WLU,Wuliwuli
WLV,Wichí Lhamtés Vejoz
WLW,Walak
WLX,Wali (Ghana)
WLY,Waling
WMA,Mawa (Nigeria)
WMB,Wambaya
WMC,Wamas
WMD,Mamaindé
WME,Wambule
WMH,Waima'a
WMI,Wamin
WMM,Maiwa (Indonesia)
WMN,Waamwang
WMO,Wom (Papua New Guinea)
WMS,Wambon
WMT,Walmajarri
WMW,Mwani
WMX,Womo
WNB,Wanambre
WNC,Wantoat
WND,Wandarang
WNE,Waneci
WNG,Wanggom
WNI,Ndzwani Comorian
WNK,Wanukaka
WNM,Wanggamala
WNO,Wano
WNP,Wanap
WNU,Usan
WOA,Tyaraity
WOB,Wè Northern
WOC,Wogeo
WOD,Wolani
WOE,Woleaian
WOF,Gambian Wolof
WOG,Wogamusin
WOI,Kamang
WOK,Longto
WOL,wolof
WOM,Wom (Nigeria)
WON,Wongo
WOO,Manombai
WOR,Woria
WOS,Hanga Hundi
WOW,Wawonii
WOY,Weyto
WPC,Maco
WRA,Warapu
WRB,Warluwara
WRD,Warduji
WRG,Warungu
WRH,Wiradhuri
WRI,Wariyangga
WRL,Warlmanpa
WRM,Warumungu
WRN,Warnang
WRP,Waropen
WRR,Wardaman
WRS,Waris
WRU,Waru
WRV,Waruna
WRW,Gugu Warra
WRX,Wae Rana
WRY,Merwari
WRZ,Waray (Australia)
WSA,Warembori
WSI,Wusi
WSK,Waskia
WSR,Owenia
WSS,Wasa
WSU,Wasu
WSV,Wotapuri-Katarqalai
WTF,Dumpu
WTI,Berta
WTK,Watakataui
WTM,Mewati
WTW,Wotu
WUA,Wikngenchera
WUB,Wunambal
WUD,Wudu
WUH,Wutunhua
WUL,Silimo
WUM,Wumbvu
WUN,Bungu
WUR,Wurrugu
WUT,Wutung
WUU,Wu Chinese
WUV,Wuvulu-Aua
WUX,Wulna
WUY,Wauyai
WWA,Waama
WWO,Wetamut
WWR,Warrwa
WWW,Wawa
WXA,Waxianghua
WYA,Wyandot
WYB,Wangaaybuwan-Ngiyambaa
WYM,Wymysorys
WYR,Wayoró
WYY,Western Fijian
XAA,Andalusian Arabic
XAB,Sambe
XAC,Kachari
XAD,Adai
XAE,Aequian
XAG,Aghwan
XAI,Kaimbé
XAL,Kalmyk
XAM,/Xam
XAN,Xamtanga
XAO,Khao
XAP,Apalachee
XAQ,Aquitanian
XAR,Karami
XAS,Kamas
XAT,Katawixi
XAU,Kauwera
XAV,Xavánte
XAW,Kawaiisu
XAY,Kayan Mahakam
XBA,Kamba (Brazil)
XBC,Bactrian
XBI,Kombio
XBM,Middle Breton
XBO,Bolgarian
XBR,Kambera
XBW,Kambiwá
XBX,Kabixí
XCB,Cumbric
XCC,Camunic
XCE,Celtiberian
XCG,Cisalpine Gaulish
XCH,Chemakum
XCL,Classical Armenian
XCM,Comecrudo
XCN,Cotoname
XCO,Chorasmian
XCR,Carian
XCT,Classical Tibetan
XCU,Curonian
XCV,Chuvantsy
XCW,Coahuilteco
XCY,Cayuse
XDC,Dacian
XDM,Edomite
XDY,Malayic Dayak
XEB,Eblan
XED,Hdi
XEG,//Xegwi
XEL,Kelo
XEM,Kembayan
XEP,Epi-Olmec
XER,Xerénte
XES,Kesawai
XET,Xetá
XEU,Keoru-Ahia
XFA,Faliscan
XGA,Galatian
XGF,Gabrielino-Fernandeño
XGL,Galindan
XGR,Garza
XHA,Harami
XHC,Hunnic
XHD,Hadrami
XHE,Khetrani
XHO,xossa
XHR,Hernican
XHT,Hattic
XHU,Hurrian
XHV,Khua
XIA,Xiandao
XIB,Iberian
XII,Xiri
XIL,Illyrian
XIN,Xinca
XIP,Xipináwa
XIR,Xiriâna
XIV,Indus Valley Language
XIY,Xipaya
XKA,Kalkoti
XKB,Manigri-Kambolé Ede Nago
XKC,Kho'ini
XKD,Mendalam Kayan
XKE,Kereho
XKF,Khengkha
XKG,Kagoro
XKH,Karahawyana
XKI,língua gestual queniana
XKJ,Kajali
XKK,Kaco'
XKL,Mainstream Kenyah
XKN,Kayan River Kayan
XKO,Kiorr
XKP,Kabatei
XKQ,Koroni
XKR,Xakriabá
XKS,Kumbewaha
XKT,Kantosi
XKU,Kaamba
XKV,Kgalagadi
XKW,Kembra
XKX,Karore
XKY,Uma' Lasan
XKZ,Kurtokha
XLA,Kamula
XLB,Loup B
XLC,Lycian
XLD,Lydian
XLE,Lemnian
XLG,Ligurian (Ancient)
XLI,Liburnian
XLN,Alanic
XLO,Loup A
XLP,Lepontic
XLS,Lusitanian
XLU,Cuneiform Luwian
XLY,Elymian
XMA,Mushungulu
XMB,Mbonga
XMC,Makhuwa-Marrevone
XMD,Mbedam
XME,Median
XMF,Mingrelian
XMG,Mengaka
XMH,Kuku-Muminh
XMJ,Majera
XMK,Ancient Macedonian
XML,língua gestual malaia
XMM,Manado Malay
XMN,Manichaean Middle Persian
XMO,Morerebi
XMP,Kuku-Mu'inh
XMQ,Kuku-Mangk
XMR,Meroitic
XMS,Moroccan Sign Language
XMT,Matbat
XMU,Kamu
XMV,Antankarana Malagasy
XMW,Tsimihety Malagasy
XMX,Maden
XMY,Mayaguduna
XMZ,Mori Bawah
XNA,Ancient North Arabian
XNB,Kanakanabu
XNG,Middle Mongolian
XNH,Kuanhua
XNN,Northern Kankanay
XNO,Anglo-Norman
XNR,Kangri
XNS,Kanashi
XOC,O'chi'chi'
XOD,Kokoda
XOG,Soga
XOI,Kominimung
XOK,Xokleng
XOM,Komo (Sudan)
XON,Konkomba
XOO,Xukurú
XOP,Kopar
XOR,Korubo
XOW,Kowaki
XPC,Pecheneg
XPE,Liberia Kpelle
XPG,Phrygian
XPI,Pictish
XPK,Kulina Pano
XPM,Pumpokol
XPN,Kapinawá
XPO,Pochutec
XPP,Puyo-Paekche
XPR,Parthian
XPS,Pisidian
XPU,Punic
XPY,Puyo
XQA,Karakhanid
XQT,Qatabanian
XRA,Krahô
XRB,Eastern Karaboro
XRE,Kreye
XRI,Krikati-Timbira
XRM,Armazic
XRN,Arin
XRR,Raetic
XRT,Aranama-Tamique
XRU,Marriammu
XRW,Karawa
XSA,Sabaean
XSB,Tinà Sambal
XSC,Scythian
XSD,Sidetic
XSE,Sempan
XSH,Shamang
XSI,Sio
XSJ,Subi
XSL,South Slavey
XSM,Kasem
XSN,Sanga (Nigeria)
XSO,Solano
XSP,Silopi
XSQ,Makhuwa-Saka
XSR,Sherpa
XSS,Assan
XSU,Sanumá
XSV,Sudovian
XSY,Saisiyat
XTA,Alcozauca Mixtec
XTB,Chazumba Mixtec
XTC,Katcha-Kadugli-Miri
XTD,Diuxi-Tilantongo Mixtec
XTE,Ketengban
XTG,Transalpine Gaulish
XTI,Sinicahua Mixtec
XTJ,San Juan Teita Mixtec
XTL,Tijaltepec Mixtec
XTM,Magdalena Peñasco Mixtec
XTN,Northern Tlaxiaco Mixtec
XTO,Tokharian A
XTP,San Miguel Piedras Mixtec
XTQ,Tumshuqese
XTR,Early Tripuri
XTS,Sindihui Mixtec
XTT,Tacahua Mixtec
XTU,Cuyamecalco Mixtec
XTW,Tawandê
XTY,Yoloxochitl Mixtec
XTZ,Tasmanian
XUA,Alu Kurumba
XUB,Betta Kurumba
XUG,Kunigami
XUJ,Jennu Kurumba
XUM,Umbrian
XUO,Kuo
XUP,Upper Umpqua
XUR,Urartian
XUT,Kuthant
XUU,Kxoe
XVE,Venetic
XVI,Kamviri
XVN,Vandalic
XVO,Volscian
XVS,Vestinian
XWA,Kwaza
XWC,Woccon
XWE,Xwela Gbe
XWG,Kwegu
XWL,Western Xwla Gbe
XWO,Written Oirat
XWR,Kwerba Mamberamo
XXB,Boro (Ghana)
XXK,Ke'o
XXR,Koropó
XXT,Tambora
XYL,Yalakalore
XZH,Zhang-Zhung
XZM,Zemgalian
XZP,Ancient Zapotec
YAA,jaminauá
YAB,Yuhup
YAC,Pass Valley Yali
YAD,Yagua
YAE,Pumé
YAF,Yaka (Democratic Republic of Congo)
YAG,Yámana
YAH,Yazgulyam
YAI,Yagnobi
YAJ,Banda-Yangere
YAK,Yakima
YAL,Yalunka
YAM,Yamba
YAO,Yao
YAP,Yapese
YAQ,Yaqui
YAR,Yabarana
YAS,Nugunu (Cameroon)
YAT,Yambeta
YAU,Yuwana
YAV,Yangben
YAW,Yawalapití
YAX,Yauma
YAY,Agwagwune
YAZ,Lokaa
YBA,Yala
YBB,Yemba
YBD,Yangbye
YBE,West Yugur
YBH,Yakha
YBI,Yamphu
YBJ,Hasha
YBK,Bokha
YBL,Yukuben
YBM,Yaben
YBN,Yabaâna
YBO,Yabong
YBX,Yawiyo
YBY,Yaweyuha
YCH,Chesu
YCL,Lolopo
YCN,Yucuna
YCP,Chepya
YDD,Eastern Yiddish
YDE,Yangum Dey
YDG,Yidgha
YDK,Yoidik
YDS,Yiddish Sign Language
YEA,Ravula
YEC,Yeniche
YEE,Yimas
YEI,Yeni
YEJ,Yevanic
YEL,Yela
YEN,Yendang
YER,Tarok
YES,Yeskwa
YET,Yetfa
YEU,Yerukula
YEV,Yapunda
YEY,Yeyi
YGL,Yangum Gel
YGM,Yagomi
YGP,Gepo
YGR,Yagaria
YGW,Yagwoia
YHA,Baha Buyang
YHD,Judeo-Iraqi Arabic
YHL,Hlepho Phowa
YIA,Yinggarda
YID,yiddish
YIF,Ache
YIG,Wusa Nasu
YIH,Western Yiddish
YII,Yidiny
YIJ,Yindjibarndi
YIK,Dongshanba Lalo
YIL,Yindjilandji
YIM,Yimchungru Naga
YIN,Yinchia
YIP,Pholo
YIQ,Miqie
YIR,North Awyu
YIS,Yis
YIT,Eastern Lalu
YIU,Awu
YIV,Northern Nisu
YIX,Axi Yi
YIY,Yir Yoront
YIZ,Azhe
YKA,Yakan
YKG,Northern Yukaghir
YKI,Yoke
YKK,Yakaikeke
YKL,Khlula
YKM,Kap
YKO,Yasa
YKR,Yekora
YKT,Kathu
YKY,Yakoma
YLA,Yaul
YLE,Yele
YLG,Yelogu
YLI,Angguruk Yali
YLL,Yil
YLM,Limi
YLN,Langnian Buyang
YLO,Naluo Yi
YLR,Yalarnnga
YLU,Aribwaung
YLY,Nyâlayu
YMA,Yamphe
YMB,Yambes
YMC,Southern Muji
YMD,Muda
YME,Yameo
YMG,Yamongeri
YMH,Mili
YMI,Moji
YMK,Makwe
YML,Iamalele
YMM,Maay
YMN,Yamna
YMO,Yangum Mon
YMP,Yamap
YMQ,Qila Muji
YMR,Malasar
YMS,Mysian
YMT,Mator-Taygi-Karagas
YMX,Northern Muji
YMZ,Muzi
YNA,Aluo
YND,Yandruwandha
YNE,Lang'e
YNG,Yango
YNH,Yangho
YNK,Naukan Yupik
YNL,Yangulam
YNN,Yana
YNO,Yong
YNS,Yansi
YNU,Yahuna
YOB,Yoba
YOG,Yogad
YOI,Yonaguni
YOK,Yokuts
YOL,Yola
YOM,Yombe
YON,Yonggom
YOR,Yoruba
YOS,Yos
YOX,Yoron
YOY,Yoy
YPA,Phala
YPB,Labo Phowa
YPG,Phola
YPH,Phupha
YPM,Phuma
YPN,Ani Phowa
YPO,Alo Phola
YPP,Phupa
YPZ,Phuza
YRA,Yerakai
YRB,Yareba
YRE,Yaouré
YRI,Yarí
YRK,Nenets
YRL,Nhengatu
YRN,Yerong
YRS,Yarsun
YRW,Yarawata
YSC,Yassic
YSD,Samatao
YSL,Yugoslavian Sign Language
YSN,Sani
YSO,Nisi (China)
YSP,Southern Lolopo
YSR,Sirenik Yupik
YSS,Yessan-Mayo
YSY,Sanie
YTA,Talu
YTL,Tanglang
YTP,Thopho
YUA,Yucateco
YUB,Yugambal
YUC,Yuchi
YUD,Judeo-Tripolitanian Arabic
YUE,Yue Chinese
YUF,Havasupai-Walapai-Yavapai
YUG,Yug
YUI,Yurutí
YUJ,Karkar-Yuri
YUK,Yuki
YUL,Yulu
YUM,Quechan
YUN,Bena (Nigeria)
YUP,Yukpa
YUQ,juquí
YUR,Yurok
YUT,Yopno
YUU,Yugh
YUW,Yau (Morobe Province)
YUX,Southern Yukaghir
YUY,East Yugur
YUZ,juracaré
YVA,Yawa
YVT,Yavitero
YWA,Kalou
YWL,Western Lalu
YWN,Yawanawa
YWQ,Wuding-Luquan Yi
YWR,Yawuru
YWT,Xishanba Lalo
YWU,Wumeng Nasu
YWW,Yawarawarga
YYU,Yau (Sandaun Province)
YYZ,Ayizi
YZG,E'ma Buyang
YZK,Zokhuo
ZAA,Sierra de Juárez Zapotec
ZAB,San Juan Guelavía Zapotec
ZAC,Ocotlán Zapotec
ZAD,Cajonos Zapotec
ZAE,Yareni Zapotec
ZAF,Ayoquesco Zapotec
ZAG,Zaghawa
ZAH,Zangwal
ZAI,Isthmus Zapotec
ZAJ,Zaramo
ZAK,Zanaki
ZAL,Zauzou
ZAM,Miahuatlán Zapotec
ZAO,Ozolotepec Zapotec
ZAP,Zapotec
ZAQ,Aloápam Zapotec
ZAR,Rincón Zapotec
ZAS,Santo Domingo Albarradas Zapotec
ZAT,Tabaa Zapotec
ZAU,Zangskari
ZAV,Yatzachi Zapotec
ZAW,Mitla Zapotec
ZAX,Xadani Zapotec
ZAY,Zayse-Zergulla
ZAZ,Zari
ZBC,Central Berawan
ZBE,East Berawan
ZBL,Blissymbols
ZBT,Batui
ZBW,West Berawan
ZCA,Coatecas Altas Zapotec
ZCH,Central Hongshuihe Zhuang
ZDJ,Ngazidja Comorian
ZEA,Zeeuws
ZEG,Zenag
ZEH,Eastern Hongshuihe Zhuang
ZEN,Zenaga
ZGA,Kinga
ZGB,Guibei Zhuang
ZGM,Minz Zhuang
ZGN,Guibian Zhuang
ZGR,Magori
ZHB,Zhaba
ZHD,Dai Zhuang
ZHI,Zhire
ZHN,Nong Zhuang
ZHO,chinês
ZHW,Zhoa
ZIA,Zia
ZIB,Zimbabwean Sign Language
ZIK,Zimakani
ZIM,Mesme
ZIN,Zinza
ZIR,Ziriya
ZIW,Zigula
ZIZ,Zizilivakan
ZKA,Kaimbulawa
ZKB,Koibal
ZKG,Koguryo
ZKH,Khorezmian
ZKK,Karankawa
ZKO,Kott
ZKP,São Paulo Kaingáng
ZKR,Zakhring
ZKT,Kitan
ZKU,Kaurna
ZKV,Krevinian
ZKZ,Khazar
ZLJ,Liujiang Zhuang
ZLM,malaio
ZLN,Lianshan Zhuang
ZLQ,Liuqian Zhuang
ZMA,Manda (Australia)
ZMB,Zimba
ZMC,Margany
ZMD,Maridan
ZME,Mangerr
ZMF,Mfinu
ZMG,Marti Ke
ZMH,Makolkol
ZMI,Negeri Sembilan Malay
ZMJ,Maridjabin
ZMK,Mandandanyi
ZML,Madngele
ZMM,Marimanindji
ZMN,Mbangwe
ZMO,Molo
ZMP,Mpuono
ZMQ,Mituku
ZMR,Maranunggu
ZMS,Mbesa
ZMT,Maringarr
ZMU,Muruwari
ZMV,Mbariman-Gudhinma
ZMW,Mbo (Democratic Republic of Congo)
ZMX,Bomitaba
ZMY,Mariyedi
ZMZ,Mbandja
ZNA,Zan Gula
ZNE,Zande (individual language)
ZNG,Mang
ZNK,Manangkari
ZNS,Mangas
ZOC,Copainalá Zoque
ZOH,Chimalapa Zoque
ZOM,Zou
ZOO,Asunción Mixtepec Zapotec
ZOQ,Tabasco Zoque
ZOR,Rayón Zoque
ZOS,Francisco León Zoque
ZPA,Lachiguiri Zapotec
ZPB,Yautepec Zapotec
ZPC,Choapan Zapotec
ZPD,Southeastern Ixtlán Zapotec
ZPE,Petapa Zapotec
ZPF,San Pedro Quiatoni Zapotec
ZPG,Guevea De Humboldt Zapotec
ZPH,Totomachapan Zapotec
ZPI,Santa María Quiegolani Zapotec
ZPJ,Quiavicuzas Zapotec
ZPK,Tlacolulita Zapotec
ZPL,Lachixío Zapotec
ZPM,Mixtepec Zapotec
ZPN,Santa Inés Yatzechi Zapotec
ZPO,Amatlán Zapotec
ZPP,El Alto Zapotec
ZPQ,Zoogocho Zapotec
ZPR,Santiago Xanica Zapotec
ZPS,Coatlán Zapotec
ZPT,San Vicente Coatlán Zapotec
ZPU,Yalálag Zapotec
ZPV,Chichicapan Zapotec
ZPW,Zaniza Zapotec
ZPX,San Baltazar Loxicha Zapotec
ZPY,Mazaltepec Zapotec
ZPZ,Texmelucan Zapotec
ZQE,Qiubei Zhuang
ZRA,Kara (Korea)
ZRG,Mirgan
ZRN,Zirenkel
ZRO,Záparo
ZRP,Zarphatic
ZRS,Mairasi
ZSA,Sarasira
ZSK,Kaskean
ZSL,Zambian Sign Language
ZSM,Standard Malay
ZSR,Southern Rincon Zapotec
ZSU,Sukurum
ZTE,Elotepec Zapotec
ZTG,Xanaguía Zapotec
ZTL,Lapaguía-Guivini Zapotec
ZTM,San Agustín Mixtepec Zapotec
ZTN,Santa Catarina Albarradas Zapotec
ZTP,Loxicha Zapotec
ZTQ,Quioquitani-Quierí Zapotec
ZTS,Tilquiapan Zapotec
ZTT,Tejalapan Zapotec
ZTU,Güilá Zapotec
ZTX,Zaachila Zapotec
ZTY,Yatee Zapotec
ZUA,Zeem
ZUH,Tokano
ZUL,zulu
ZUM,Kumzari
ZUN,Zuni
ZUY,Zumaya
ZWA,Zay
ZXX,sem conteúdo linguístico
ZYB,Yongbei Zhuang
ZYG,Yang Zhuang
ZYJ,Youjiang Zhuang
ZYN,Yongnan Zhuang
ZYP,Zyphe
ZZA,Zaza
ZZJ,Zuojiang Zhuang
AFA,Afro-Asiatic languages
ALG,Algonquian languages
APA,Apache languages
ART,Artificial languages
ATH,Athapascan languages
AUS,Australian languages
BAD,Banda languages
BAI,Bamileke languages
BAT,Baltic languages
BER,Berber languages
BNT,Bantu languages
BTK,Batak languages
CAI,Central American Indian languages
CAU,Caucasian languages
CEL,Celtic languages
CMC,Chamic languages
CUS,Cushitic languages
DAY,Land Dayak languages
DRA,Dravidian languages
FIU,Finno-Ugrian languages
GEM,Germanic languages
IJO,Ijo languages
INC,Indic languages
INE,Indo-European languages
